id,name,date,age,mins,played,G,NPG,maxG,maxNPG,G90,NPG90
1,Lionel Messi,2016-02-07,28.624,40659,510,436,387,691,609,0.92,0.81
1,Lionel Messi,2016-03-03,28.693,41199,516,445,395,691,609,0.92,0.81
1,Lionel Messi,2016-04-05,28.783,41739,522,449,398,691,609,0.92,0.81
1,Lionel Messi,2016-04-30,28.851,42279,528,452,401,691,609,0.92,0.81
1,Lionel Messi,2016-08-20,29.158,42849,534,456,405,691,609,0.92,0.81
1,Lionel Messi,2016-10-15,29.311,43243,540,462,410,691,609,0.92,0.81
1,Lionel Messi,2016-11-23,29.418,43783,546,471,417,691,609,0.92,0.81
1,Lionel Messi,2017-01-05,29.536,44323,552,477,423,691,609,0.92,0.81
1,Lionel Messi,2017-01-26,29.593,44863,558,482,427,691,609,0.92,0.81
1,Lionel Messi,2017-02-14,29.645,45376,564,485,430,691,609,0.92,0.81
1,Lionel Messi,2017-03-12,29.717,45887,570,492,435,691,609,0.92,0.81
1,Lionel Messi,2017-04-19,29.821,46427,576,498,440,691,609,0.92,0.81
1,Lionel Messi,2017-05-21,29.908,46940,582,506,446,691,609,0.92,0.81
1,Lionel Messi,2017-09-09,30.212,47480,588,513,452,691,609,0.92,0.81
1,Lionel Messi,2017-10-01,30.272,48020,594,521,459,691,609,0.92,0.81
1,Lionel Messi,2017-11-04,30.366,48560,600,523,461,691,609,0.92,0.81
1,Lionel Messi,2017-12-10,30.464,48983,606,525,463,691,609,0.92,0.81
1,Lionel Messi,2018-01-17,30.568,49492,612,530,467,691,609,0.92,0.81
1,Lionel Messi,2018-02-08,30.628,49973,618,534,471,691,609,0.92,0.81
1,Lionel Messi,2018-03-04,30.694,50513,624,539,476,691,609,0.92,0.81
1,Lionel Messi,2018-04-10,30.795,50995,630,546,483,691,609,0.92,0.81
1,Lionel Messi,2018-05-09,30.875,51475,636,552,489,691,609,0.92,0.81
1,Lionel Messi,2018-09-15,31.228,51947,642,556,493,691,609,0.92,0.81
1,Lionel Messi,2018-10-07,31.288,52432,648,563,500,691,609,0.92,0.81
1,Lionel Messi,2018-12-08,31.458,52908,654,569,505,691,609,0.92,0.81
1,Lionel Messi,2019-01-17,31.567,53385,660,576,512,691,609,0.92,0.81
1,Lionel Messi,2019-02-10,31.633,53797,666,581,516,691,609,0.92,0.81
1,Lionel Messi,2019-03-09,31.707,54337,672,586,519,691,609,0.92,0.81
1,Lionel Messi,2019-04-10,31.795,54816,678,595,527,691,609,0.92,0.81
1,Lionel Messi,2019-05-07,31.869,55249,684,600,532,691,609,0.92,0.81
1,Lionel Messi,2019-09-24,32.252,55640,690,603,535,691,609,0.92,0.81
1,Lionel Messi,2019-11-02,32.359,56180,696,609,540,691,609,0.92,0.81
1,Lionel Messi,2019-12-07,32.454,56720,702,617,547,691,609,0.92,0.81
1,Lionel Messi,2020-01-19,32.572,57260,708,620,550,691,609,0.92,0.81
1,Lionel Messi,2020-02-15,32.646,57800,714,622,552,691,609,0.92,0.81
1,Lionel Messi,2020-06-16,32.98,58340,720,629,557,691,609,0.92,0.81
1,Lionel Messi,2020-07-08,33.04,58880,726,630,557,691,609,0.92,0.81
1,Lionel Messi,2020-09-27,33.262,59420,732,635,561,691,609,0.92,0.81
1,Lionel Messi,2020-10-28,33.347,59960,738,637,561,691,609,0.92,0.81
1,Lionel Messi,2020-12-05,33.451,60454,744,641,563,691,609,0.92,0.81
1,Lionel Messi,2021-01-03,33.53,60994,750,644,566,691,609,0.92,0.81
1,Lionel Messi,2021-02-03,33.615,61569,756,650,572,691,609,0.92,0.81
1,Lionel Messi,2021-02-24,33.673,62052,762,657,577,691,609,0.92,0.81
1,Lionel Messi,2021-03-21,33.741,62622,768,663,583,691,609,0.92,0.81
1,Lionel Messi,2021-04-29,33.848,63162,774,668,588,691,609,0.92,0.81
1,Lionel Messi,2021-09-15,34.229,63636,780,672,592,691,609,0.92,0.81
1,Lionel Messi,2021-10-29,34.349,64118,786,675,594,691,609,0.92,0.81
1,Lionel Messi,2021-12-07,34.456,64658,792,678,596,691,609,0.92,0.81
1,Lionel Messi,2022-02-11,34.637,65165,798,679,597,691,609,0.92,0.81
1,Lionel Messi,2022-03-13,34.719,65705,804,679,597,691,609,0.92,0.81
1,Lionel Messi,2022-05-08,34.872,66245,810,681,599,691,609,0.92,0.81
1,Lionel Messi,2022-08-21,35.159,66785,816,687,605,691,609,0.92,0.81
1,Lionel Messi,2022-09-14,35.225,67309,822,688,606,691,609,0.92,0.81
1,Lionel Messi,2022-10-05,35.283,67568,825,691,609,691,609,0.92,0.81
2,Cristiano Ronaldo,2002-08-14,17.52,32,1,0,0,695,566,0.83,0.67
2,Cristiano Ronaldo,2003-08-27,18.554,259,6,0,0,695,566,0.83,0.67
2,Cristiano Ronaldo,2003-10-25,18.716,711,12,0,0,695,566,0.83,0.67
2,Cristiano Ronaldo,2003-12-03,18.823,1020,18,1,1,695,566,0.83,0.67
2,Cristiano Ronaldo,2004-01-25,18.968,1407,24,1,1,695,566,0.83,0.67
2,Cristiano Ronaldo,2004-02-28,19.061,1728,30,2,2,695,566,0.83,0.67
2,Cristiano Ronaldo,2004-04-10,19.176,2031,36,4,4,695,566,0.83,0.67
2,Cristiano Ronaldo,2004-05-15,19.272,2402,42,5,5,695,566,0.83,0.67
2,Cristiano Ronaldo,2004-09-11,19.598,2752,48,6,6,695,566,0.83,0.67
2,Cristiano Ronaldo,2004-10-19,19.702,3198,54,6,6,695,566,0.83,0.67
2,Cristiano Ronaldo,2004-11-23,19.797,3706,60,6,6,695,566,0.83,0.67
2,Cristiano Ronaldo,2004-12-28,19.893,4092,66,7,7,695,566,0.83,0.67
2,Cristiano Ronaldo,2005-01-19,19.953,4528,72,8,8,695,566,0.83,0.67
2,Cristiano Ronaldo,2005-02-13,20.022,4998,78,11,11,695,566,0.83,0.67
2,Cristiano Ronaldo,2005-03-12,20.096,5433,84,13,13,695,566,0.83,0.67
2,Cristiano Ronaldo,2005-04-24,20.214,5902,90,15,15,695,566,0.83,0.67
2,Cristiano Ronaldo,2005-08-24,20.548,6391,96,16,16,695,566,0.83,0.67
2,Cristiano Ronaldo,2005-10-01,20.652,6839,102,16,16,695,566,0.83,0.67
2,Cristiano Ronaldo,2005-11-06,20.75,7242,108,17,17,695,566,0.83,0.67
2,Cristiano Ronaldo,2005-12-11,20.846,7615,114,18,17,695,566,0.83,0.67
2,Cristiano Ronaldo,2006-01-03,20.909,8016,120,20,19,695,566,0.83,0.67
2,Cristiano Ronaldo,2006-02-11,21.016,8473,126,24,23,695,566,0.83,0.67
2,Cristiano Ronaldo,2006-03-26,21.133,8981,132,26,25,695,566,0.83,0.67
2,Cristiano Ronaldo,2006-04-29,21.227,9492,138,26,25,695,566,0.83,0.67
2,Cristiano Ronaldo,2006-09-09,21.591,9975,144,28,27,695,566,0.83,0.67
2,Cristiano Ronaldo,2006-10-28,21.725,10515,150,30,29,695,566,0.83,0.67
2,Cristiano Ronaldo,2006-11-21,21.791,11039,156,31,30,695,566,0.83,0.67
2,Cristiano Ronaldo,2006-12-17,21.862,11549,162,33,32,695,566,0.83,0.67
2,Cristiano Ronaldo,2007-01-13,21.936,12031,168,40,39,695,566,0.83,0.67
2,Cristiano Ronaldo,2007-02-24,22.051,12526,174,43,40,695,566,0.83,0.67
2,Cristiano Ronaldo,2007-03-19,22.114,12949,180,45,40,695,566,0.83,0.67
2,Cristiano Ronaldo,2007-04-17,22.193,13471,186,48,43,695,566,0.83,0.67
2,Cristiano Ronaldo,2007-05-13,22.264,13890,192,50,44,695,566,0.83,0.67
2,Cristiano Ronaldo,2007-09-19,22.617,14482,198,51,45,695,566,0.83,0.67
2,Cristiano Ronaldo,2007-10-23,22.71,14946,204,56,49,695,566,0.83,0.67
2,Cristiano Ronaldo,2007-12-03,22.823,15486,210,63,56,695,566,0.83,0.67
2,Cristiano Ronaldo,2008-01-01,22.902,15993,216,68,59,695,566,0.83,0.67
2,Cristiano Ronaldo,2008-02-02,22.99,16516,222,77,67,695,566,0.83,0.67
2,Cristiano Ronaldo,2008-03-08,23.086,16964,228,80,70,695,566,0.83,0.67
2,Cristiano Ronaldo,2008-04-06,23.165,17504,234,87,77,695,566,0.83,0.67
2,Cristiano Ronaldo,2008-05-03,23.239,17954,240,90,79,695,566,0.83,0.67
2,Cristiano Ronaldo,2008-09-27,23.641,18368,246,94,81,695,566,0.83,0.67
2,Cristiano Ronaldo,2008-10-29,23.729,18900,252,97,84,695,566,0.83,0.67
2,Cristiano Ronaldo,2008-11-25,23.803,19432,258,101,88,695,566,0.83,0.67
2,Cristiano Ronaldo,2008-12-26,23.888,19928,264,102,89,695,566,0.83,0.67
2,Cristiano Ronaldo,2009-01-20,23.956,20342,270,103,89,695,566,0.83,0.67
2,Cristiano Ronaldo,2009-02-18,24.036,20846,276,107,92,695,566,0.83,0.67
2,Cristiano Ronaldo,2009-03-14,24.101,21416,282,110,94,695,566,0.83,0.67
2,Cristiano Ronaldo,2009-04-22,24.208,21887,288,113,97,695,566,0.83,0.67
2,Cristiano Ronaldo,2009-05-16,24.274,22396,294,118,101,695,566,0.83,0.67
2,Cristiano Ronaldo,2009-09-23,24.63,22860,300,125,107,695,566,0.83,0.67
2,Cristiano Ronaldo,2009-12-08,24.838,23272,306,130,112,695,566,0.83,0.67
2,Cristiano Ronaldo,2010-02-13,25.021,23792,312,135,117,695,566,0.83,0.67
2,Cristiano Ronaldo,2010-03-14,25.101,24332,318,140,121,695,566,0.83,0.67
2,Cristiano Ronaldo,2010-04-15,25.188,24872,324,144,124,695,566,0.83,0.67
2,Cristiano Ronaldo,2010-05-16,25.273,25405,330,151,130,695,566,0.83,0.67
2,Cristiano Ronaldo,2010-09-25,25.634,25945,336,153,131,695,566,0.83,0.67
2,Cristiano Ronaldo,2010-10-26,25.719,26464,342,162,138,695,566,0.83,0.67
2,Cristiano Ronaldo,2010-11-20,25.788,26958,348,168,143,695,566,0.83,0.67
2,Cristiano Ronaldo,2010-12-19,25.867,27481,354,174,148,695,566,0.83,0.67
2,Cristiano Ronaldo,2011-01-20,25.955,28021,360,184,157,695,566,0.83,0.67
2,Cristiano Ronaldo,2011-02-13,26.021,28561,366,186,159,695,566,0.83,0.67
2,Cristiano Ronaldo,2011-03-19,26.114,29067,372,189,161,695,566,0.83,0.67
2,Cristiano Ronaldo,2011-04-23,26.209,29484,378,194,165,695,566,0.83,0.67
2,Cristiano Ronaldo,2011-05-21,26.286,30024,384,205,175,695,566,0.83,0.67
2,Cristiano Ronaldo,2011-09-18,26.615,30518,390,210,179,695,566,0.83,0.67
2,Cristiano Ronaldo,2011-10-18,26.697,31046,396,214,181,695,566,0.83,0.67
2,Cristiano Ronaldo,2011-11-19,26.784,31586,402,223,188,695,566,0.83,0.67
2,Cristiano Ronaldo,2012-01-03,26.908,32114,408,230,192,695,566,0.83,0.67
2,Cristiano Ronaldo,2012-01-25,26.968,32654,414,235,195,695,566,0.83,0.67
2,Cristiano Ronaldo,2012-02-26,27.055,33194,420,242,201,695,566,0.83,0.67
2,Cristiano Ronaldo,2012-03-24,27.129,33724,426,250,209,695,566,0.83,0.67
2,Cristiano Ronaldo,2012-04-14,27.187,34264,432,258,216,695,566,0.83,0.67
2,Cristiano Ronaldo,2012-05-05,27.244,34834,438,264,220,695,566,0.83,0.67
2,Cristiano Ronaldo,2012-09-02,27.573,35348,444,269,225,695,566,0.83,0.67
2,Cristiano Ronaldo,2012-10-07,27.669,35888,450,279,232,695,566,0.83,0.67
2,Cristiano Ronaldo,2012-11-11,27.765,36384,456,284,236,695,566,0.83,0.67
2,Cristiano Ronaldo,2012-12-08,27.838,36924,462,286,238,695,566,0.83,0.67
2,Cristiano Ronaldo,2013-01-15,27.943,37464,468,293,245,695,566,0.83,0.67
2,Cristiano Ronaldo,2013-02-09,28.011,37960,474,301,252,695,566,0.83,0.67
2,Cristiano Ronaldo,2013-03-05,28.077,38386,480,305,255,695,566,0.83,0.67
2,Cristiano Ronaldo,2013-04-09,28.172,38880,486,313,262,695,566,0.83,0.67
2,Cristiano Ronaldo,2013-05-08,28.252,39409,492,319,268,695,566,0.83,0.67
2,Cristiano Ronaldo,2013-09-14,28.605,39916,498,322,271,695,566,0.83,0.67
2,Cristiano Ronaldo,2013-10-05,28.663,40456,504,332,279,695,566,0.83,0.67
2,Cristiano Ronaldo,2013-11-05,28.747,40996,510,341,285,695,566,0.83,0.67
2,Cristiano Ronaldo,2014-01-06,28.917,41500,516,349,292,695,566,0.83,0.67
2,Cristiano Ronaldo,2014-01-25,28.969,42012,522,352,295,695,566,0.83,0.67
2,Cristiano Ronaldo,2014-03-02,29.068,42523,528,357,298,695,566,0.83,0.67
2,Cristiano Ronaldo,2014-03-29,29.142,43063,534,364,304,695,566,0.83,0.67
2,Cristiano Ronaldo,2014-05-07,29.248,43466,540,370,310,695,566,0.83,0.67
2,Cristiano Ronaldo,2014-09-13,29.602,43946,546,375,313,695,566,0.83,0.67
2,Cristiano Ronaldo,2014-10-05,29.662,44486,552,388,323,695,566,0.83,0.67
2,Cristiano Ronaldo,2014-11-08,29.755,45011,558,394,327,695,566,0.83,0.67
2,Cristiano Ronaldo,2014-12-12,29.848,45540,564,403,333,695,566,0.83,0.67
2,Cristiano Ronaldo,2015-01-15,29.941,46017,570,405,334,695,566,0.83,0.67
2,Cristiano Ronaldo,2015-02-22,30.045,46549,576,409,338,695,566,0.83,0.67
2,Cristiano Ronaldo,2015-04-05,30.16,47089,582,418,346,695,566,0.83,0.67
2,Cristiano Ronaldo,2015-04-26,30.218,47629,588,421,349,695,566,0.83,0.67
2,Cristiano Ronaldo,2015-05-17,30.275,48169,594,429,356,695,566,0.83,0.67
2,Cristiano Ronaldo,2015-09-19,30.617,48677,600,440,363,695,566,0.83,0.67
2,Cristiano Ronaldo,2015-10-21,30.705,49217,606,443,366,695,566,0.83,0.67
2,Cristiano Ronaldo,2015-11-25,30.801,49757,612,447,370,695,566,0.83,0.67
2,Cristiano Ronaldo,2015-12-30,30.897,50297,618,457,377,695,566,0.83,0.67
2,Cristiano Ronaldo,2016-02-07,31.003,50837,624,462,381,695,566,0.83,0.67
2,Cristiano Ronaldo,2016-03-05,31.077,51376,630,471,389,695,566,0.83,0.67
2,Cristiano Ronaldo,2016-04-09,31.173,51916,636,475,393,695,566,0.83,0.67
2,Cristiano Ronaldo,2016-05-14,31.269,52401,642,483,401,695,566,0.83,0.67
2,Cristiano Ronaldo,2016-09-27,31.641,52930,648,486,404,695,566,0.83,0.67
2,Cristiano Ronaldo,2016-11-02,31.74,53470,654,490,407,695,566,0.83,0.67
2,Cristiano Ronaldo,2016-12-07,31.836,54003,660,495,410,695,566,0.83,0.67
2,Cristiano Ronaldo,2017-01-21,31.959,54565,666,501,414,695,566,0.83,0.67
2,Cristiano Ronaldo,2017-02-22,32.047,55105,672,505,418,695,566,0.83,0.67
2,Cristiano Ronaldo,2017-04-02,32.153,55635,678,509,420,695,566,0.83,0.67
2,Cristiano Ronaldo,2017-05-02,32.235,56205,684,518,429,695,566,0.83,0.67
2,Cristiano Ronaldo,2017-08-08,32.504,56656,690,525,436,695,566,0.83,0.67
2,Cristiano Ronaldo,2017-10-01,32.652,57130,696,530,440,695,566,0.83,0.67
2,Cristiano Ronaldo,2017-11-05,32.747,57670,702,533,442,695,566,0.83,0.67
2,Cristiano Ronaldo,2017-12-09,32.841,58196,708,539,447,695,566,0.83,0.67
2,Cristiano Ronaldo,2018-01-21,32.958,58736,714,543,451,695,566,0.83,0.67
2,Cristiano Ronaldo,2018-02-24,33.051,59267,720,553,458,695,566,0.83,0.67
2,Cristiano Ronaldo,2018-04-08,33.169,59768,726,565,470,695,566,0.83,0.67
2,Cristiano Ronaldo,2018-05-19,33.281,60236,732,569,473,695,566,0.83,0.67
2,Cristiano Ronaldo,2018-09-19,33.618,60715,738,571,475,695,566,0.83,0.67
2,Cristiano Ronaldo,2018-10-23,33.711,61255,744,574,478,695,566,0.83,0.67
2,Cristiano Ronaldo,2018-11-27,33.807,61795,750,579,482,695,566,0.83,0.67
2,Cristiano Ronaldo,2018-12-26,33.886,62260,756,582,483,695,566,0.83,0.67
2,Cristiano Ronaldo,2019-01-30,33.982,62738,762,586,485,695,566,0.83,0.67
2,Cristiano Ronaldo,2019-03-03,34.07,63252,768,590,489,695,566,0.83,0.67
2,Cristiano Ronaldo,2019-05-03,34.237,63792,774,597,495,695,566,0.83,0.67
2,Cristiano Ronaldo,2019-09-18,34.615,64332,780,598,496,695,566,0.83,0.67
2,Cristiano Ronaldo,2019-10-22,34.708,64872,786,602,499,695,566,0.83,0.67
2,Cristiano Ronaldo,2019-12-01,34.817,65368,792,604,499,695,566,0.83,0.67
2,Cristiano Ronaldo,2020-01-06,34.916,65908,798,612,506,695,566,0.83,0.67
2,Cristiano Ronaldo,2020-02-08,35.006,66448,804,620,511,695,566,0.83,0.67
2,Cristiano Ronaldo,2020-06-17,35.362,67018,810,622,512,695,566,0.83,0.67
2,Cristiano Ronaldo,2020-07-11,35.428,67542,816,629,515,695,566,0.83,0.67
2,Cristiano Ronaldo,2020-08-07,35.502,68082,822,634,518,695,566,0.83,0.67
2,Cristiano Ronaldo,2020-11-21,35.792,68552,828,642,524,695,566,0.83,0.67
2,Cristiano Ronaldo,2020-12-16,35.86,69092,834,648,526,695,566,0.83,0.67
2,Cristiano Ronaldo,2021-01-13,35.937,69566,840,653,531,695,566,0.83,0.67
2,Cristiano Ronaldo,2021-02-06,36.003,70093,846,657,534,695,566,0.83,0.67
2,Cristiano Ronaldo,2021-03-02,36.068,70633,852,661,538,695,566,0.83,0.67
2,Cristiano Ronaldo,2021-04-07,36.167,71134,858,666,542,695,566,0.83,0.67
2,Cristiano Ronaldo,2021-05-12,36.263,71674,864,669,544,695,566,0.83,0.67
2,Cristiano Ronaldo,2021-09-19,36.619,72116,870,674,549,695,566,0.83,0.67
2,Cristiano Ronaldo,2021-10-24,36.715,72599,876,676,551,695,566,0.83,0.67
2,Cristiano Ronaldo,2021-11-28,36.81,73056,882,680,555,695,566,0.83,0.67
2,Cristiano Ronaldo,2022-01-03,36.909,73594,888,684,557,695,566,0.83,0.67
2,Cristiano Ronaldo,2022-02-15,37.027,74077,894,685,558,695,566,0.83,0.67
2,Cristiano Ronaldo,2022-04-09,37.172,74605,900,688,561,695,566,0.83,0.67
2,Cristiano Ronaldo,2022-08-07,37.5,75092,906,694,566,695,566,0.83,0.67
2,Cristiano Ronaldo,2022-09-08,37.588,75352,912,694,566,695,566,0.83,0.67
2,Cristiano Ronaldo,2022-10-06,37.665,75523,914,695,566,695,566,0.83,0.67
3,Luis Suárez,2006-09-14,19.639,17,1,1,1,331,310,0.69,0.65
3,Luis Suárez,2007-10-04,20.693,374,6,2,2,331,310,0.69,0.65
3,Luis Suárez,2008-12-17,21.897,884,12,6,5,331,310,0.69,0.65
3,Luis Suárez,2009-08-27,22.59,1403,18,11,9,331,310,0.69,0.65
3,Luis Suárez,2009-12-17,22.897,1863,24,13,10,331,310,0.69,0.65
3,Luis Suárez,2010-09-28,23.677,2403,30,16,13,331,310,0.69,0.65
3,Luis Suárez,2011-02-12,24.052,2880,36,18,15,331,310,0.69,0.65
3,Luis Suárez,2011-04-17,24.227,3418,42,19,16,331,310,0.69,0.65
3,Luis Suárez,2011-08-13,24.55,3940,48,22,19,331,310,0.69,0.65
3,Luis Suárez,2011-09-21,24.657,4329,54,24,21,331,310,0.69,0.65
3,Luis Suárez,2011-10-29,24.761,4849,60,28,25,331,310,0.69,0.65
3,Luis Suárez,2011-12-18,24.898,5373,66,29,26,331,310,0.69,0.65
3,Luis Suárez,2012-02-26,25.09,5874,72,31,28,331,310,0.69,0.65
3,Luis Suárez,2012-03-24,25.164,6405,78,33,30,331,310,0.69,0.65
3,Luis Suárez,2012-05-05,25.279,6940,84,38,35,331,310,0.69,0.65
3,Luis Suárez,2012-08-30,25.599,7480,90,40,37,331,310,0.69,0.65
3,Luis Suárez,2012-10-07,25.703,7955,96,45,42,331,310,0.69,0.65
3,Luis Suárez,2012-11-11,25.799,8449,102,49,46,331,310,0.69,0.65
3,Luis Suárez,2012-12-06,25.867,8925,108,51,48,331,310,0.69,0.65
3,Luis Suárez,2013-01-06,25.952,9410,114,57,54,331,310,0.69,0.65
3,Luis Suárez,2013-02-11,26.051,9950,120,60,57,331,310,0.69,0.65
3,Luis Suárez,2013-03-16,26.141,10478,126,67,64,331,310,0.69,0.65
3,Luis Suárez,2013-09-29,26.68,11018,132,70,67,331,310,0.69,0.65
3,Luis Suárez,2013-11-23,26.831,11557,138,77,74,331,310,0.69,0.65
